Data_type,Size,Features,Task,Model,Hyperparameters,Accuracy,Carbon_Emissions_kg
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",93.15,0.0002079370971361
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",89.86,0.0002004131140622
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",92.74,0.0002038479308164
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",92.31,0.0002140668522546
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",90.76,0.0002064967396775
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",93.77,0.0002624110498189
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",94.08,0.0002542020846798
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",92.99,0.0002570170663298
Image,60000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",95.07,0.0002410269297208
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",93.16,0.0920641845251567
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",93.3,0.0959666040896977
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",91.34,0.0973994047778285
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",91.34,0.098091875468454
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 5e-05}",92.25,0.0003351114788344
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 1e-05}",90.07,0.1035952276758115
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 0.0001}",93.06,0.1022427373321037
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",92.72,0.1036309701421848
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",87.35,0.1020620777048978
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",91.3,0.1095608375275722
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",93.18,0.1070577397455961
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",88.74,0.1125606801632938
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",92.81,0.1736245782031854
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",93.42,0.1862714097299874
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",93.08,0.1766730863224419
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",95.0,0.0005998146855698
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 5e-05}",92.83,0.1946005217250543
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 1e-05}",93.05,0.1900549521886217
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 0.0001}",94.7,0.1973330301042501
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",94.18,0.0006685036220599
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",90.95,0.1906627296519959
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",94.56,0.1990075555304053
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",94.81,0.1957573866008805
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",91.81,0.2204036133722746
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",92.57,0.2709182455692118
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",94.26,0.2875121761558608
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",93.43,0.2912092944779492
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",95.27,0.3396461024888024
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 5e-05}",91.76,0.3165743400962553
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 1e-05}",94.01,0.3113186201516006
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 0.0001}",95.51,0.3117335866864048
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",95.28,0.3266916088417078
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",92.53,0.3756365588652903
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",95.44,0.3551605540650947
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",94.88,0.4027408405541449
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 3, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",92.4,0.4073412328251041
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",92.32,0.1985268161685938
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",92.8,0.2338226893751432
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",90.21,0.2605856090518562
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",86.86,0.2471738913261596
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 5e-05}",93.59,0.2505399579682018
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 1e-05}",89.86,0.2491190177674023
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 0.0001}",91.88,0.2541363482543817
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",92.3,0.2711484861164118
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",86.87,0.2857623232853498
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",90.29,0.0009364671022456
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",92.15,0.0009145095236668
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",87.17,0.2776777495555835
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",92.61,0.0013864414368232
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",93.84,0.0014633095579197
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",92.13,0.0015012632987464
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",88.63,0.0017378343001213
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 5e-05}",94.64,0.0017038629814685
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 1e-05}",92.74,0.4880235588316558
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 0.0001}",94.27,0.5239219646953142
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",94.13,0.001905178983218
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",90.82,0.597404178833495
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",94.86,0.0021072970322636
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",94.81,0.0021910366160105
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",91.58,0.7661343648077533
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",93.53,0.951841291736598
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",94.51,0.9303294553832704
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",93.87,0.0034278361294881
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",94.78,1.127773029013175
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 5e-05}",94.94,1.1567834462620716
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 1e-05}",93.72,1.1989421421337214
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 0.0001}",95.27,1.2685904634738998
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",95.17,1.308331441191095
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",92.1,1.3643264385157985
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",94.28,1.6299444258314264
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",95.63,0.0053576404814151
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 5, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",93.39,1.5511149638893338
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",91.73,0.8299639410607218
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",92.26,1.0726782635257173
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",90.14,1.1153701056538865
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",90.2,1.1801459231611686
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 5e-05}",93.5,1.2139429063040716
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 1e-05}",88.28,1.260822812826747
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 0.0001}",92.66,1.280151289408271
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",92.69,1.311430195284391
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",85.77,1.4369745054592742
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",93.33,1.435353315663775
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",89.79,1.4254922269359425
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 5, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",86.72,1.4097802484675706
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",92.55,2.151075418367005
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",94.02,2.531965033084948
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",92.41,2.561836618179488
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",90.58,2.683825725179944
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 5e-05}",95.08,2.748695940524805
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 1e-05}",92.66,2.75446929383601
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 0.0001}",94.4,2.9141110151230083
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 5e-05}",94.06,2.9412494941347487
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 20, 'learning_rate_fine_tuning': 1e-05}",90.36,3.2289986033173856
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 0.0001}",95.73,0.0112214093153653
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 5e-05}",94.81,3.3281867421073223
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 10, 'fine_tuning_layers': 25, 'learning_rate_fine_tuning': 1e-05}",91.77,3.33859527042629
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 0.0001}",90.81,3.961156645491963
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 5e-05}",94.11,4.216847101124703
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 10, 'learning_rate_fine_tuning': 1e-05}",93.62,0.0152316181167722
Image,70000,32x32x3,Image Classification,MobileNetV2,"{'batch_size': 16, 'epochs_frozen_training': 7, 'epochs_fine_tuning': 15, 'fine_tuning_layers': 15, 'learning_rate_fine_tuning': 0.0001}",93.51,0.0171864636043286
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.1497569953977357e-08}",96.0,2.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 8.111308307896889e-10}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.2328467394420683e-10}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.0722672220103253e-10}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 7.564633275546291e-10}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.3219411484660288e-08}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.1544346900318866e-08}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.873817422860387e-09}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.310129700083158e-10}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 5.72236765935022e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 6.135907273413176e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.477076355991714e-10}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.2745491628777315e-10}",96.0,9e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.747528400007683e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 9.32603346883218e-09}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.310129700083158e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.2328467394420635e-09}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.7649358067924715e-10}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.310129700083158e-08}",96.0,7e-08
